seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr12	31881867	31882394	528	*	X02937	196394	31824071	31882108	58038	-	0	overlapStart	0	AMN1
chr12	31882442	31882464	23	*	X02938	196394	31824071	31882108	58038	-	333	upstream	333	AMN1
chr12	32112287	32112414	128	*	X02941	55196	32112353	32146043	33691	+	0	overlapStart	0	RESF1
chr12	32259927	32259990	64	*	X02942	636	32260185	32531141	270957	+	194	upstream	194	BICD1
chr12	32831946	32831968	23	*	X02943	10059	32832137	32898584	66448	+	168	upstream	168	DNM1L
chr12	32831984	32832292	309	*	X02944	10059	32832137	32898584	66448	+	0	overlapStart	0	DNM1L
chr12	32908764	32908868	105	*	X02945	51067	32899478	32908887	9410	-	0	inside	18	YARS2
chr12	32908891	32908950	60	*	X02946	51067	32899478	32908887	9410	-	3	upstream	3	YARS2
chr12	32908965	32908984	20	*	X02947	51067	32899478	32908887	9410	-	77	upstream	77	YARS2
chr12	34175098	34175136	39	*	X02948	84920	34175216	34181236	6021	+	79	upstream	79	ALG10
chr12	34175358	34175557	200	*	X02949	84920	34175216	34181236	6021	+	0	inside	141	ALG10
chr12	38710280	38710323	44	*	X02950	144245	38710557	38723528	12972	+	233	upstream	233	ALG10B
chr12	38710442	38710733	292	*	X02951	144245	38710557	38723528	12972	+	0	overlapStart	0	ALG10B
chr12	39836746	39836947	202	*	X02956	55605	39687030	39837192	150163	-	0	inside	244	KIF21A
chr12	39836966	39837188	223	*	X02957	55605	39687030	39837192	150163	-	0	inside	3	KIF21A
chr12	40499370	40499542	173	*	X02960	114134	40148823	40499661	350839	-	0	inside	118	SLC2A13
chr12	40499756	40499793	38	*	X02961	114134	40148823	40499661	350839	-	94	upstream	94	SLC2A13
chr12	42538382	42538476	95	*	X02963	283464	42475648	42538673	63026	-	0	inside	196	GXYLT1
chr12	42538514	42538652	139	*	X02964	283464	42475648	42538673	63026	-	0	inside	20	GXYLT1
chr12	42632041	42632094	54	*	X02966	10138	42550907	42632154	81248	-	0	inside	59	YAF2
chr12	42632128	42632148	21	*	X02967	10138	42550907	42632154	81248	-	0	inside	5	YAF2
chr12	42632164	42632272	109	*	X02968	10138	42550907	42632154	81248	-	9	upstream	9	YAF2
chr12	42719783	42719815	33	*	X02969	51535	42719947	42853517	133571	+	131	upstream	131	PPHLN1
chr12	42719783	42719815	33	*	X02969	85437	42705888	42719932	14045	-	0	inside	116	ZCRB1
chr12	42983398	42983437	40	*	X02970	144165	42852140	42983572	131433	-	0	inside	134	PRICKLE1
chr12	42983489	42983508	20	*	X02971	144165	42852140	42983572	131433	-	0	inside	63	PRICKLE1
chr12	44152454	44152473	20	*	X02973	51135	44152747	44183346	30600	+	273	upstream	273	IRAK4
chr12	44152454	44152473	20	*	X02973	83448	44122410	44152620	30211	-	0	inside	146	PUS7L
chr12	44152486	44152506	21	*	X02974	51135	44152747	44183346	30600	+	240	upstream	240	IRAK4
chr12	44152486	44152506	21	*	X02974	83448	44122410	44152620	30211	-	0	inside	113	PUS7L
chr12	44199987	44200026	40	*	X02975	5756	44187526	44200178	12653	-	0	inside	151	TWF1
chr12	44229330	44229351	22	*	X02976	84216	44229962	44783541	553580	+	610	upstream	610	TMEM117
chr12	44229787	44229859	73	*	X02977	84216	44229962	44783541	553580	+	102	upstream	102	TMEM117
chr12	44230047	44230093	47	*	X02978	84216	44229962	44783541	553580	+	0	inside	84	TMEM117
chr12	44230188	44230223	36	*	X02979	84216	44229962	44783541	553580	+	0	inside	225	TMEM117
chr12	45609649	45609990	342	*	X02981	196527	45609770	45834187	224418	+	0	overlapStart	0	ANO6
chr12	45609649	45609990	342	*	X02981	51054	45566817	45609789	42973	-	0	overlapStart	0	PLEKHA8P1
chr12	46121208	46121620	413	*	X02982	196528	46123620	46301819	178200	+	1999	upstream	1999	ARID2
chr12	46121208	46121620	413	*	X02982	400027	46119503	46121704	2202	-	0	inside	83	LINC00938
chr12	46122562	46122827	266	*	X02983	196528	46123620	46301819	178200	+	792	upstream	792	ARID2
chr12	46122562	46122827	266	*	X02983	400027	46119503	46121704	2202	-	857	upstream	857	LINC00938
chr12	46766383	46766665	283	*	X02992	54407	46751971	46766645	14675	-	0	overlapStart	0	SLC38A2
chr12	47219634	47219732	99	*	X02996	55089	47158544	47219780	61237	-	0	inside	47	SLC38A4
chr12	48099624	48099926	303	*	X02997	79657	48055715	48099844	44130	-	0	overlapStart	0	RPAP3
chr12	48213996	48214133	138	*	X03000	51564	48176507	48213763	37257	-	232	upstream	232	HDAC7
chr12	48214147	48214280	134	*	X03001	51564	48176507	48213763	37257	-	383	upstream	383	HDAC7
chr12	48499690	48500263	574	*	X03002	29843	48436681	48500091	63411	-	0	overlapStart	0	SENP1
chr12	48499690	48500263	574	*	X03002	5213	48499656	48540187	40532	+	0	inside	33	PFKM
chr12	49075626	49075744	119	*	X03003	54934	49046995	49076035	29041	-	0	inside	290	KANSL2
chr12	49075837	49076039	203	*	X03004	54934	49046995	49076035	29041	-	0	overlapStart	0	KANSL2
chr12	49110552	49110719	168	*	X03005	904	49082241	49110781	28541	-	0	inside	61	CCNT1
chr12	49110824	49110876	53	*	X03006	904	49082241	49110781	28541	-	42	upstream	42	CCNT1
chr12	49245791	49246090	300	*	X03007	9416	49223539	49245957	22419	-	0	overlapStart	0	DDX23
chr12	49351100	49351176	77	*	X03008	377	49329992	49351252	21261	-	0	inside	75	ARF3
chr12	49365562	49365734	173	*	X03009	7480	49359123	49365641	6519	-	0	overlapStart	0	WNT10B
chr12	49393173	49393240	68	*	X03011	23109	49388933	49393088	4156	-	84	upstream	84	DDN
chr12	49412391	49412575	185	*	X03012	5571	49396055	49412629	16575	-	0	inside	53	PRKAG1
chr12	49525034	49525167	134	*	X03015	10376	49521567	49525304	3738	-	0	inside	136	TUBA1B
chr12	49730881	49730918	38	*	X03021	338761	49726200	49730971	4772	-	0	inside	52	C1QL4
chr12	49730940	49731028	89	*	X03022	338761	49726200	49730971	4772	-	0	overlapStart	0	C1QL4
chr12	49760811	49761018	208	*	X03023	65244	49760688	49921207	160520	+	0	inside	122	SPATS2
chr12	49931971	49932047	77	*	X03024	23416	49932940	49952077	19138	+	892	upstream	892	KCNH3
chr12	49932880	49932896	17	*	X03025	23416	49932940	49952077	19138	+	43	upstream	43	KCNH3
chr12	49961792	49961973	182	*	X03026	10445	49952086	49961911	9826	-	0	overlapStart	0	MCRS1
chr12	50221559	50221573	15	*	X03027	100286844	50222326	50234937	12612	+	752	upstream	752	BCDIN3D-AS1
chr12	50221842	50221893	52	*	X03028	100286844	50222326	50234937	12612	+	432	upstream	432	BCDIN3D-AS1
chr12	50236783	50236973	191	*	X03029	144233	50229826	50236912	7087	-	0	overlapStart	0	BCDIN3D
chr12	50419115	50419210	96	*	X03030	29127	50382945	50419307	36363	-	0	inside	96	RACGAP1
chr12	50419235	50419276	42	*	X03031	29127	50382945	50419307	36363	-	0	inside	30	RACGAP1
chr12	50419485	50419587	103	*	X03032	29127	50382945	50419307	36363	-	177	upstream	177	RACGAP1
chr12	50419602	50419642	41	*	X03033	29127	50382945	50419307	36363	-	294	upstream	294	RACGAP1
chr12	50450968	50451558	591	*	X03034	41	50451420	50477405	25986	+	0	overlapStart	0	ASIC1
chr12	50478831	50479033	203	*	X03035	6602	50478983	50494494	15512	+	0	overlapStart	0	SMARCD1
chr12	50677196	50677558	363	*	X03036	51474	50569563	50677353	107791	-	0	overlapStart	0	LIMA1
chr12	50794795	50794968	174	*	X03037	113251	50794592	50873788	79197	+	0	inside	202	LARP4
chr12	50898803	50899046	244	*	X03038	57609	50898768	51142450	243683	+	0	inside	34	DIP2B
chr12	51157547	51157816	270	*	X03039	466	51157789	51214943	57155	+	0	overlapStart	0	ATF1
chr12	51476985	51477451	467	*	X03043	81566	51454988	51477454	22467	-	0	inside	2	CSRNP2
chr12	51477482	51477563	82	*	X03044	81566	51454988	51477454	22467	-	27	upstream	27	CSRNP2
chr12	51664064	51664101	38	*	X03045	57228	51639133	51664202	25070	-	0	inside	100	SMAGP
chr12	52345238	52345273	36	*	X03046	91	52345451	52390863	45413	+	177	upstream	177	ACVR1B
chr12	52345373	52345454	82	*	X03047	91	52345451	52390863	45413	+	0	overlapStart	0	ACVR1B
chr12	52345467	52345586	120	*	X03048	91	52345451	52390863	45413	+	0	inside	15	ACVR1B
chr12	52416707	52416898	192	*	X03049	3164	52416616	52453291	36676	+	0	inside	90	NR4A1
chr12	52463321	52463844	524	*	X03052	60673	52463758	52471279	7522	+	0	overlapStart	0	ATG101
chr12	52463861	52463889	29	*	X03053	60673	52463758	52471279	7522	+	0	inside	102	ATG101
chr12	53342880	53343041	162	*	X03054	3875	53342655	53346685	4031	+	0	inside	224	KRT18
chr12	53343496	53343623	128	*	X03055	3856	53290971	53343650	52680	-	0	inside	26	KRT8
chr12	53343649	53343691	43	*	X03056	3856	53290971	53343650	52680	-	0	overlapStart	0	KRT8
chr12	53400255	53400296	42	*	X03057	1975	53400062	53435993	35932	+	0	inside	192	EIF4B
chr12	53400333	53400435	103	*	X03058	1975	53400062	53435993	35932	+	0	inside	270	EIF4B
chr12	53574407	53574522	116	*	X03061	283337	53574535	53584654	10120	+	12	upstream	12	ZNF740
chr12	53574844	53574960	117	*	X03062	51380	53551447	53575135	23689	-	0	inside	174	CSAD
chr12	53575148	53575158	11	*	X03063	51380	53551447	53575135	23689	-	12	upstream	12	CSAD
chr12	53575184	53575218	35	*	X03064	51380	53551447	53575135	23689	-	48	upstream	48	CSAD
chr12	53626756	53626981	226	*	X03066	5916	53604350	53626040	21691	-	715	upstream	715	RARG
chr12	53662342	53662358	17	*	X03067	9700	53662083	53687427	25345	+	0	inside	258	ESPL1
chr12	53689297	53689343	47	*	X03068	5204	53689235	53693234	4000	+	0	inside	61	PFDN5
chr12	53693303	53693353	51	*	X03069	60314	53693470	53700965	7496	+	116	upstream	116	MYG1
chr12	53693399	53693801	403	*	X03070	60314	53693470	53700965	7496	+	0	overlapStart	0	MYG1
chr12	53715334	53715470	137	*	X03071	8086	53701240	53715412	14173	-	0	overlapStart	0	AAAS
chr12	53715491	53715514	24	*	X03072	8086	53701240	53715412	14173	-	78	upstream	78	AAAS
chr12	53892689	53892792	104	*	X03076	6895	53894705	53900215	5511	+	1912	upstream	1912	TARBP2
chr12	53892809	53892840	32	*	X03077	6895	53894705	53900215	5511	+	1864	upstream	1864	TARBP2
chr12	53894975	53895420	446	*	X03078	6895	53894705	53900215	5511	+	0	inside	269	TARBP2
chr12	53894975	53895420	446	*	X03078	7786	53874276	53893444	19169	-	1530	upstream	1530	MAP3K12
chr12	54020018	54020070	53	*	X03079	11016	53901640	54020199	118560	-	0	inside	128	ATF7
chr12	54121221	54121444	224	*	X03082	57658	54104902	54121307	16406	-	0	overlapStart	0	CALCOCO1
chr12	54332167	54332179	13	*	X03083	3229	54332576	54340328	7753	+	396	upstream	396	HOXC13
chr12	54332200	54332220	21	*	X03084	3229	54332576	54340328	7753	+	355	upstream	355	HOXC13
chr12	54332272	54332315	44	*	X03085	3229	54332576	54340328	7753	+	260	upstream	260	HOXC13
chr12	54332501	54332697	197	*	X03086	3229	54332576	54340328	7753	+	0	overlapStart	0	HOXC13
chr12	54674237	54674249	13	*	X03090	23468	54624731	54673915	49185	-	321	upstream	321	CBX5
chr12	54674237	54674249	13	*	X03090	3178	54674488	54680872	6385	+	238	upstream	238	HNRNPA1
chr12	54674316	54674334	19	*	X03091	23468	54624731	54673915	49185	-	400	upstream	400	CBX5
chr12	54674316	54674334	19	*	X03091	3178	54674488	54680872	6385	+	153	upstream	153	HNRNPA1
chr12	54674596	54674614	19	*	X03092	23468	54624731	54673915	49185	-	680	upstream	680	CBX5
chr12	54674596	54674614	19	*	X03092	3178	54674488	54680872	6385	+	0	inside	107	HNRNPA1
chr12	54674752	54674939	188	*	X03093	23468	54624731	54673915	49185	-	836	upstream	836	CBX5
chr12	54674752	54674939	188	*	X03093	3178	54674488	54680872	6385	+	0	inside	263	HNRNPA1
chr12	56109784	56110048	265	*	X03096	100528022	56109818	56118526	8709	+	0	overlapStart	0	BLOC1S1-RDH5
chr12	56109784	56110048	265	*	X03096	2647	56109818	56113871	4054	+	0	overlapStart	0	BLOC1S1
chr12	56110076	56110109	34	*	X03097	100528022	56109818	56118526	8709	+	0	inside	257	BLOC1S1-RDH5
chr12	56110076	56110109	34	*	X03097	2647	56109818	56113871	4054	+	0	inside	257	BLOC1S1
chr12	56137255	56137593	339	*	X03098	10220	56137064	56146665	9602	+	0	inside	190	GDF11
chr12	56360912	56360933	22	*	X03099	6490	56347889	56360496	12608	-	415	upstream	415	PMEL
chr12	56435535	56436060	526	*	X03103	6231	56435686	56438007	2322	+	0	overlapStart	0	RPS26
chr12	56510349	56510573	225	*	X03105	6171	56510374	56511616	1243	+	0	overlapStart	0	RPL41
chr12	56510349	56510573	225	*	X03105	84872	56512030	56516278	4249	+	1456	upstream	1456	ZC3H10
chr12	56511799	56512007	209	*	X03106	84872	56512030	56516278	4249	+	22	upstream	22	ZC3H10
chr12	56512031	56512104	74	*	X03107	84872	56512030	56516278	4249	+	0	inside	0	ZC3H10
chr12	56512129	56512146	18	*	X03108	84872	56512030	56516278	4249	+	0	inside	98	ZC3H10
chr12	56522063	56522180	118	*	X03109	23344	56521986	56538460	16475	+	0	inside	76	ESYT1
chr12	56546156	56546168	13	*	X03111	140465	56546204	56551771	5568	+	35	upstream	35	MYL6B
chr12	56546205	56546401	197	*	X03112	140465	56546204	56551771	5568	+	0	inside	0	MYL6B
chr12	56584013	56584252	240	*	X03114	6601	56555636	56583351	27716	-	661	upstream	661	SMARCC2
chr12	56651898	56652063	166	*	X03115	283373	56631591	56652143	20553	-	0	inside	79	ANKRD52
chr12	56652164	56652177	14	*	X03116	283373	56631591	56652143	20553	-	20	upstream	20	ANKRD52
chr12	56843001	56843207	207	*	X03117	8914	56810157	56843200	33044	-	0	overlapStart	0	TIMELESS
chr12	56862326	56862380	55	*	X03118	283377	56862301	56864767	2467	+	0	inside	24	SPRYD4
chr12	56915569	56915602	34	*	X03119	5939	56915609	56989980	74372	+	6	upstream	6	RBMS2
chr12	57039621	57039712	92	*	X03122	26789	57038811	57038885	75	-	735	upstream	735	SNORD59A
chr12	57039621	57039712	92	*	X03122	506	57031959	57039852	7894	-	0	inside	139	ATP5F1B
chr12	57081921	57082000	80	*	X03123	10728	57057125	57082078	24954	-	0	inside	77	PTGES3
chr12	57082060	57082083	24	*	X03124	10728	57057125	57082078	24954	-	0	overlapStart	0	PTGES3
chr12	57118963	57119236	274	*	X03125	4666	57106211	57119326	13116	-	0	inside	89	NACA
chr12	57482357	57482367	11	*	X03128	4665	57482677	57489259	6583	+	309	upstream	309	NAB2
chr12	57482476	57482611	136	*	X03129	4665	57482677	57489259	6583	+	65	upstream	65	NAB2
chr12	57522166	57522205	40	*	X03131	4035	57522282	57607125	84844	+	76	upstream	76	LRP1
chr12	57522265	57522300	36	*	X03132	4035	57522282	57607125	84844	+	0	overlapStart	0	LRP1
chr12	57623177	57623533	357	*	X03133	6472	57623356	57628718	5363	+	0	overlapStart	0	SHMT2
chr12	57623591	57623723	133	*	X03134	6472	57623356	57628718	5363	+	0	inside	234	SHMT2
chr12	57634263	57634579	317	*	X03137	56901	57628686	57634475	5790	-	0	overlapStart	0	NDUFA4L2
chr12	57634610	57634633	24	*	X03138	56901	57628686	57634475	5790	-	134	upstream	134	NDUFA4L2
chr12	57824755	57824774	20	*	X03139	22864	57643354	57824788	181435	-	0	inside	13	R3HDM2
chr12	57824831	57824889	59	*	X03140	22864	57643354	57824788	181435	-	42	upstream	42	R3HDM2
chr12	57824910	57825002	93	*	X03141	22864	57643354	57824788	181435	-	121	upstream	121	R3HDM2
chr12	57914186	57914200	15	*	X03142	1649	57910371	57914300	3930	-	0	inside	99	DDIT3
chr12	57916610	57916843	234	*	X03143	114785	57916659	57923931	7273	+	0	overlapStart	0	MBD6
chr12	57984977	57985038	62	*	X03144	79837	57984942	57997211	12270	+	0	inside	34	PIP4K2C
chr12	58026948	58027010	63	*	X03145	2583	58019678	58027022	7345	-	0	inside	11	B4GALNT1
chr12	58120282	58120356	75	*	X03146	100130776	58120023	58122139	2117	+	0	inside	258	AGAP2-AS1
chr12	58146072	58146216	145	*	X03148	1019	58141510	58146230	4721	-	0	inside	13	CDK4
chr12	58148564	58148781	218	*	X03149	92979	58148881	58154193	5313	+	99	upstream	99	MARCHF9
chr12	58165758	58165793	36	*	X03150	25895	58166383	58176324	9942	+	589	upstream	589	EEF1AKMT3
chr12	58165758	58165793	36	*	X03150	4234	58162351	58165914	3564	-	0	inside	120	METTL1
chr12	58165852	58165963	112	*	X03151	25895	58166383	58176324	9942	+	419	upstream	419	EEF1AKMT3
chr12	58165852	58165963	112	*	X03151	4234	58162351	58165914	3564	-	0	overlapStart	0	METTL1
chr12	58176483	58176763	281	*	X03152	10102	58176528	58196639	20112	+	0	overlapStart	0	TSFM
chr12	59314022	59314408	387	*	X03155	121227	59265937	59314319	48383	-	0	overlapStart	0	LRIG3
chr12	59990013	59990029	17	*	X03156	9194	59989821	60183635	193815	+	0	inside	191	SLC16A7
chr12	59990102	59990175	74	*	X03157	9194	59989821	60183635	193815	+	0	inside	280	SLC16A7
chr12	62653817	62654231	415	*	X03159	338811	62102029	62653925	551897	-	0	overlapStart	0	TAFA2
chr12	62653817	62654231	415	*	X03159	9958	62654121	62803501	149381	+	0	overlapStart	0	USP15
chr12	62860686	62860740	55	*	X03160	23041	62860597	62991363	130767	+	0	inside	88	MON2
chr12	62996481	62996818	338	*	X03161	406891	62997466	62997549	84	+	647	upstream	647	MIRLET7I
chr12	62996834	62996892	59	*	X03162	406891	62997466	62997549	84	+	573	upstream	573	MIRLET7I
chr12	63328743	63328935	193	*	X03170	57460	63037763	63328665	290903	-	77	upstream	77	PPM1H
chr12	63328953	63328975	23	*	X03171	57460	63037763	63328665	290903	-	287	upstream	287	PPM1H
chr12	64062184	64062706	523	*	X03172	283417	63952693	64062354	109662	-	0	overlapStart	0	DPY19L2
chr12	64173664	64174058	395	*	X03173	10329	64173583	64203338	29756	+	0	inside	80	RXYLT1
chr12	64237719	64237911	193	*	X03174	57522	64238541	64541613	303073	+	629	upstream	629	SRGAP1
chr12	64615941	64616191	251	*	X03175	144577	64586419	64616076	29658	-	0	overlapStart	0	C12orf66
chr12	64798146	64798244	99	*	X03176	11260	64798153	64842463	44311	+	0	overlapStart	0	XPOT
chr12	64798270	64798320	51	*	X03177	11260	64798153	64842463	44311	+	0	inside	116	XPOT
chr12	64798451	64798470	20	*	X03178	11260	64798153	64842463	44311	+	0	inside	297	XPOT
chr12	64845617	64846092	476	*	X03180	29110	64845840	64895899	50060	+	0	overlapStart	0	TBK1
chr12	65004280	65004324	45	*	X03181	283349	65004293	65091347	87055	+	0	overlapStart	0	RASSF3
chr12	65153196	65153223	28	*	X03183	2799	65107222	65153226	46005	-	0	inside	2	GNS
chr12	66563585	66563599	15	*	X03190	51643	66530717	66563807	33091	-	0	inside	207	TMBIM4
chr12	66563585	66563599	15	*	X03190	84298	66516849	66563807	46959	-	0	inside	207	LLPH
chr12	66563627	66563830	204	*	X03191	51643	66530717	66563807	33091	-	0	overlapStart	0	TMBIM4
chr12	66563627	66563830	204	*	X03191	84298	66516849	66563807	46959	-	0	overlapStart	0	LLPH
chr12	68042552	68042644	93	*	X03193	8445	68042512	68056444	13933	+	0	inside	39	DYRK2
chr12	69004485	69004558	74	*	X03194	5908	69004619	69054385	49767	+	60	upstream	60	RAP1B
chr12	69004657	69004848	192	*	X03195	5908	69004619	69054385	49767	+	0	inside	37	RAP1B
chr12	69080534	69080922	389	*	X03196	100507250	69068151	69080639	12489	-	0	overlapStart	0	LOC100507250
chr12	69080534	69080922	389	*	X03196	57122	69080731	69136473	55743	+	0	overlapStart	0	NUP107
chr12	69139830	69140188	359	*	X03197	55508	69139936	69159853	19918	+	0	overlapStart	0	SLC35E3
chr12	69201945	69202041	97	*	X03198	4193	69201971	69239320	37350	+	0	overlapStart	0	MDM2
chr12	69633412	69633510	99	*	X03199	11052	69633317	69668138	34822	+	0	inside	94	CPSF6
chr12	69753599	69753620	22	*	X03200	8089	69753532	69784576	31045	+	0	inside	66	YEATS4
chr12	69864095	69864291	197	*	X03201	10818	69864129	69973562	109434	+	0	overlapStart	0	FRS2
chr12	69979304	69979559	256	*	X03202	100500903	69978502	69978603	102	-	700	upstream	700	MIR3913-1
chr12	69979304	69979559	256	*	X03202	10576	69979208	69995357	16150	+	0	inside	95	CCT2
chr12	70132790	70132813	24	*	X03203	117177	70132631	70216984	84354	+	0	inside	158	RAB3IP
chr12	70132829	70132853	25	*	X03204	117177	70132631	70216984	84354	+	0	inside	197	RAB3IP
chr12	70636904	70636943	40	*	X03205	4848	70636774	70748773	112000	+	0	inside	129	CNOT2
chr12	70636977	70637271	295	*	X03206	4848	70636774	70748773	112000	+	0	inside	202	CNOT2
chr12	72057509	72057636	128	*	X03210	196441	72003379	72057749	54371	-	0	inside	112	ZFC3H1
chr12	72057509	72057636	128	*	X03210	83591	72057677	72074428	16752	+	40	upstream	40	THAP2
chr12	72079814	72079872	59	*	X03211	55266	72079878	72097839	17962	+	5	upstream	5	TMEM19
chr12	72079943	72080160	218	*	X03212	55266	72079878	72097839	17962	+	0	inside	64	TMEM19
chr12	72233308	72233691	384	*	X03213	64786	72233487	72320629	87143	+	0	overlapStart	0	TBC1D15
chr12	74931576	74931810	235	*	X03214	552889	74931551	74935232	3682	+	0	inside	24	ATXN7L3B
chr12	75784902	75785094	193	*	X03217	144321	75784850	75826177	41328	+	0	inside	51	GLIPR1L2
chr12	75784902	75785094	193	*	X03217	84698	75669759	75784702	114944	-	199	upstream	199	CAPS2
chr12	75905178	75905784	607	*	X03219	11103	75891419	75905418	14000	-	0	overlapStart	0	KRR1
chr12	75905799	75905822	24	*	X03220	11103	75891419	75905418	14000	-	380	upstream	380	KRR1
chr12	76425233	76425367	135	*	X03224	22822	76419227	76425556	6330	-	0	inside	188	PHLDA1
chr12	76478207	76478545	339	*	X03225	4673	76438672	76478738	40067	-	0	inside	192	NAP1L1
chr12	77157621	77157647	27	*	X03228	23390	77157854	77247474	89621	+	206	upstream	206	ZDHHC17
chr12	77157667	77157822	156	*	X03229	23390	77157854	77247474	89621	+	31	upstream	31	ZDHHC17
chr12	77157839	77157885	47	*	X03230	23390	77157854	77247474	89621	+	0	overlapStart	0	ZDHHC17
chr12	77157905	77158370	466	*	X03231	23390	77157854	77247474	89621	+	0	inside	50	ZDHHC17
chr12	77272703	77272755	53	*	X03232	1466	77252496	77272799	20304	-	0	inside	43	CSRP2
chr12	77459071	77459134	64	*	X03235	144455	77415026	77459360	44335	-	0	inside	225	E2F7
chr12	77459149	77459376	228	*	X03236	144455	77415026	77459360	44335	-	0	overlapStart	0	E2F7
chr12	80084839	80084853	15	*	X03240	5074	79985745	80084790	99046	-	48	upstream	48	PAWR
chr12	80328833	80328945	113	*	X03241	4659	80167343	80329235	161893	-	0	inside	289	PPP1R12A
chr12	80329019	80329206	188	*	X03242	4659	80167343	80329235	161893	-	0	inside	28	PPP1R12A
chr12	82752023	82752627	605	*	X03243	29080	82746083	82752584	6502	-	0	overlapStart	0	CCDC59
chr12	82752023	82752627	605	*	X03243	84190	82752276	82873016	120741	+	0	overlapStart	0	METTL25
chr12	83079739	83079740	2	*	X03245	160335	83080934	83528067	447134	+	1193	upstream	1193	TMTC2
chr12	83079773	83079796	24	*	X03246	160335	83080934	83528067	447134	+	1137	upstream	1137	TMTC2
chr12	83080605	83080657	53	*	X03247	160335	83080934	83528067	447134	+	276	upstream	276	TMTC2
chr12	83080736	83080778	43	*	X03248	160335	83080934	83528067	447134	+	155	upstream	155	TMTC2
chr12	88429237	88429488	252	*	X03252	91298	88429268	88443937	14670	+	0	overlapStart	0	C12orf29
chr12	88535530	88535562	33	*	X03253	160418	88536073	88593664	57592	+	510	upstream	510	TMTC3
chr12	88536070	88536103	34	*	X03254	160418	88536073	88593664	57592	+	0	overlapStart	0	TMTC3
chr12	88536070	88536103	34	*	X03254	80184	88442790	88535993	93204	-	76	upstream	76	CEP290
chr12	88973828	88974608	781	*	X03257	4254	88886570	88974250	87681	-	0	overlapStart	0	KITLG
chr12	88974693	88974712	20	*	X03258	4254	88886570	88974250	87681	-	442	upstream	442	KITLG
chr12	89919651	89920156	506	*	X03259	100528030	89913190	89920039	6850	-	0	overlapStart	0	POC1B-GALNT4
chr12	89919651	89920156	506	*	X03259	282809	89813498	89920039	106542	-	0	overlapStart	0	POC1B
chr12	89919651	89920156	506	*	X03259	8693	89913190	89918583	5394	-	1067	upstream	1067	GALNT4
chr12	92539465	92539717	253	*	X03262	694	92534054	92539673	5620	-	0	overlapStart	0	BTG1
chr12	93771671	93772044	374	*	X03263	11163	93771701	93797024	25324	+	0	overlapStart	0	NUDT4
chr12	93771671	93772044	374	*	X03263	643339	93397534	93771512	373979	-	158	upstream	158	LOC643339
chr12	93772077	93772148	72	*	X03264	643339	93397534	93771512	373979	-	564	upstream	564	LOC643339
chr12	93772163	93772190	28	*	X03265	643339	93397534	93771512	373979	-	650	upstream	650	LOC643339
chr12	93772217	93772230	14	*	X03266	643339	93397534	93771512	373979	-	704	upstream	704	LOC643339
chr12	93835696	93835752	57	*	X03268	7334	93802088	93836026	33939	-	0	inside	273	UBE2N
chr12	93835937	93835971	35	*	X03269	7334	93802088	93836026	33939	-	0	inside	54	UBE2N
chr12	93836092	93836103	12	*	X03270	7334	93802088	93836026	33939	-	65	upstream	65	UBE2N
chr12	93861239	93861315	77	*	X03271	28977	93861266	93897548	36283	+	0	overlapStart	0	MRPL42
chr12	93861369	93861534	166	*	X03272	28977	93861266	93897548	36283	+	0	inside	102	MRPL42
chr12	94070961	94070972	12	*	X03275	8738	94071151	94288616	217466	+	178	upstream	178	CRADD
chr12	94071016	94071156	141	*	X03276	8738	94071151	94288616	217466	+	0	overlapStart	0	CRADD
chr12	94071194	94071215	22	*	X03277	8738	94071151	94288616	217466	+	0	inside	42	CRADD
chr12	94071277	94071371	95	*	X03278	8738	94071151	94288616	217466	+	0	inside	125	CRADD
chr12	95044249	95044261	13	*	X03279	57458	94960900	95044324	83425	-	0	inside	62	TMCC3
chr12	95044279	95044297	19	*	X03280	57458	94960900	95044324	83425	-	0	inside	26	TMCC3
chr12	95044326	95044343	18	*	X03281	57458	94960900	95044324	83425	-	1	upstream	1	TMCC3
chr12	95044362	95044411	50	*	X03282	57458	94960900	95044324	83425	-	37	upstream	37	TMCC3
chr12	95397307	95397634	328	*	X03284	55967	95365104	95397489	32386	-	0	overlapStart	0	NDUFA12
chr12	95467330	95467355	26	*	X03285	7181	95414005	95467404	53400	-	0	inside	48	NR2C1
chr12	95867743	95868017	275	*	X03287	10988	95867822	95909613	41792	+	0	overlapStart	0	METAP2
chr12	96337143	96337319	177	*	X03288	120935	96260826	96336428	75603	-	714	upstream	714	CCDC38
chr12	96337143	96337319	177	*	X03288	144193	96337071	96362370	25300	+	0	inside	71	AMDHD1
chr12	96793784	96794218	435	*	X03292	5128	96672039	96794366	122328	-	0	inside	147	CDK17
chr12	96794234	96794251	18	*	X03293	5128	96672039	96794366	122328	-	0	inside	114	CDK17
chr12	97300730	97301080	351	*	X03294	121441	97301001	97347469	46469	+	0	overlapStart	0	NEDD1
chr12	97301097	97301161	65	*	X03295	121441	97301001	97347469	46469	+	0	inside	95	NEDD1
chr12	98897149	98897429	281	*	X03296	643770	98879322	98897633	18312	-	0	inside	203	LINC02453
chr12	98897948	98898147	200	*	X03297	643770	98879322	98897633	18312	-	314	upstream	314	LINC02453
